2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_224727.png,pdm_1d_20250411_224727.png,"[41.40155029296875, 41.18954849243164, 7.900372505187988, 7.488895416259766]",0,0,0
pdm_2d_20250411_224813.png,pdm_1d_20250411_224813.png,"[12.591232299804688, 53.26774215698242, 10.008953094482422, 9.760493278503418]",1,1,1
