2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250414_164332.png,pdm_1d_20250414_164332.png,"[3.741513252258301, 12.080711364746094, 26.982213973999023, 19.532686233520508]",0,2,0
None,None,"[3.741513252258301, 12.080711364746094, 26.982213973999023, 19.532686233520508]",0,2,1
