2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_225249.png,pdm_1d_20250411_225249.png,"[36.22580337524414, 40.73822021484375, 5.878048419952393, 7.2061848640441895]",0,0,0
pdm_2d_20250411_225335.png,pdm_1d_20250411_225335.png,"[11.013385772705078, 53.2734489440918, 7.762063026428223, 9.539912223815918]",2,1,1
None,None,"[11.013385772705078, 53.2734489440918, 7.762063026428223, 9.539912223815918]",0,1,2
