2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_233203.png,pdm_1d_20250411_233203.png,"[5.385863304138184, 22.283924102783203, 11.678208351135254, 5.6353230476379395]",0,1,0
pdm_2d_20250411_233251.png,pdm_1d_20250411_233251.png,"[6.91878080368042, 12.088223457336426, 17.395618438720703, 7.09883451461792]",0,2,1
None,None,"[6.91878080368042, 12.088223457336426, 17.395618438720703, 7.09883451461792]",0,2,2
