2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_230254.png,pdm_1d_20250411_230254.png,"[42.071842193603516, 41.72301483154297, 12.337392807006836, 7.025272369384766]",0,0,0
pdm_2d_20250411_230342.png,pdm_1d_20250411_230342.png,"[12.790773391723633, 53.587100982666016, 16.272960662841797, 9.276178359985352]",1,1,1
