2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_164438.png,pdm_1d_20250411_164438.png,"[20.095935821533203, 50.32685852050781, 18.56869888305664, 36.932647705078125]",0,1,0
pdm_2d_20250411_164523.png,pdm_1d_20250411_164523.png,"[17.453832626342773, 39.3074951171875, 18.851552963256836, 37.10900115966797]",0,1,1
None,None,"[17.453832626342773, 39.3074951171875, 18.851552963256836, 37.10900115966797]",0,1,2
