2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_182815.png,pdm_1d_20250411_182815.png,"[3.4861273765563965, 4.388058185577393, 21.182559967041016, 12.513644218444824]",0,2,0
pdm_2d_20250411_182904.png,pdm_1d_20250411_182904.png,"[4.578911304473877, 6.072102069854736, 11.241097450256348, 17.12515640258789]",0,3,1
pdm_2d_20250411_182956.png,pdm_1d_20250411_182956.png,"[4.9005022048950195, 6.563848495483398, 8.651727676391602, 12.443215370178223]",0,2,2
