2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_230903.png,pdm_1d_20250411_230903.png,"[40.231388092041016, 40.7743034362793, 13.703688621520996, 7.114901065826416]",0,0,0
pdm_2d_20250411_230950.png,pdm_1d_20250411_230950.png,"[12.23128604888916, 52.698402404785156, 16.858861923217773, 9.09786319732666]",1,1,1
None,None,"[12.23128604888916, 52.698402404785156, 16.858861923217773, 9.09786319732666]",0,1,2
