2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_225712.png,pdm_1d_20250411_225712.png,"[42.414756774902344, 40.61126708984375, 12.278326034545898, 7.482090473175049]",0,0,0
pdm_2d_20250411_225758.png,pdm_1d_20250411_225758.png,"[12.89675521850586, 52.62369155883789, 16.053110122680664, 9.766129493713379]",1,1,1
None,None,"[12.89675521850586, 52.62369155883789, 16.053110122680664, 9.766129493713379]",0,1,2
