2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250414_163535.png,pdm_1d_20250414_163535.png,"[32.94565963745117, 9.628569602966309, 35.31533432006836, 34.090179443359375]",0,2,0
None,None,"[32.94565963745117, 9.628569602966309, 35.31533432006836, 34.090179443359375]",0,2,1
