2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250411_231228.png,pdm_1d_20250411_231228.png,"[40.86441421508789, 43.89805603027344, 7.520316123962402, 7.169628620147705]",0,0,0
pdm_2d_20250411_231314.png,pdm_1d_20250411_231314.png,"[12.421189308166504, 56.84815216064453, 8.596906661987305, 9.331295013427734]",1,1,1
