2d_pdm,1d_pdm,fcn_data,action,column,step
pdm_2d_20250414_155037.png,pdm_1d_20250414_155037.png,"[21.432302474975586, 33.37873458862305, 36.09169006347656, 37.17168426513672]",0,3,0
pdm_2d_20250414_155120.png,pdm_1d_20250414_155120.png,"[19.799257278442383, 33.50872039794922, 34.59825897216797, 3.052492141723633]",0,2,1
None,None,"[19.799257278442383, 33.50872039794922, 34.59825897216797, 3.052492141723633]",0,2,2
